['x', 'APAR_511.11', 'APAR_512.12', 'APAR_513.13', 'APAR_514.14', 'APAR_515.15', 'APAR_516.16', 'APAR_517.17', 'APAR_518.18', 'APAR_519.19', 'APAR_520.20', 'APAR_521.21', 'APAR_522.22', 'APAR_523.23', 'FIF_504.4', 'FIF_505.5', 'FIF_506.6']
[1547081568000, '27.6', '27.4', '32.9', '47.7', '68.3', '41.1', '42.0', '41.1', '47.7', '25.5', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547081784000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547082000000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547082216000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547082432000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547082648000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547082864000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547083080000, '27.5', '27.4', '32.9', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547083296000, '27.5', '27.4', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547083512000, '27.5', '27.4', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547083728000, '27.5', '27.3', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547083944000, '27.5', '27.3', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547084160000, '27.5', '27.4', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547084376000, '27.5', '27.4', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547084592000, '27.5', '27.3', '32.8', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547084808000, '27.5', '27.3', '32.7', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547085024000, '27.5', '27.3', '32.7', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547085240000, '27.5', '27.3', '32.7', '47.6', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547085456000, '27.5', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547085672000, '27.5', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.3', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547085888000, '27.5', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.3', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547086104000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.4', '33.9', '39.6', '23.000000', '23.000000', '21.000000']
[1547086320000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.6', '25.4', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547086536000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547086752000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547086968000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.7', '25.4', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547087184000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547087400000, '27.4', '27.3', '32.7', '47.5', '68.3', '41.1', '42.0', '41.1', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547087616000, '27.4', '27.3', '32.6', '47.5', '68.3', '41.1', '42.0', '41.1', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547087832000, '27.4', '27.3', '32.6', '47.5', '68.3', '41.1', '42.0', '41.0', '47.7', '25.3', '26.3', '33.8', '39.6', '23.000000', '23.000000', '21.000000']
[1547088048000, '27.4', '27.3', '32.6', '47.4', '68.3', '41.1', '42.0', '41.1', '47.7', '25.3', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547088264000, '27.4', '27.3', '32.6', '47.4', '68.3', '41.1', '42.0', '41.1', '47.7', '25.3', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547088480000, '27.4', '27.3', '32.6', '47.4', '68.3', '41.1', '42.0', '41.1', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547088696000, '27.4', '27.3', '32.6', '47.4', '68.3', '41.1', '42.0', '41.1', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547088912000, '27.4', '27.3', '32.6', '47.4', '68.3', '41.1', '42.0', '41.1', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547089128000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.6', '23.000000', '22.000000', '21.000000']
[1547089344000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.6', '22.000000', '22.000000', '20.000000']
[1547089560000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '23.000000', '22.000000', '21.000000']
[1547089776000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '23.000000', '22.000000', '21.000000']
[1547089992000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.1', '47.7', '25.3', '26.3', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547090208000, '27.4', '27.2', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547090424000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547090640000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547090856000, '27.4', '27.2', '32.5', '47.4', '68.3', '41.2', '42.0', '41.0', '47.7', '25.3', '26.3', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547091072000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.2', '33.8', '39.6', '22.000000', '22.000000', '20.000000']
[1547091288000, '27.4', '27.3', '32.5', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.2', '33.8', '39.6', '22.000000', '22.000000', '20.000000']
[1547091504000, '27.4', '27.2', '32.5', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '23.000000', '22.000000', '20.000000']
[1547091720000, '27.4', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.3', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547091936000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547092152000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547092368000, '27.4', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.3', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547092584000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.2', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547092800000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.2', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547093016000, '27.3', '27.2', '32.4', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547093232000, '27.3', '27.2', '32.4', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '23.000000', '22.000000', '20.000000']
[1547093448000, '27.3', '27.2', '32.4', '47.4', '68.3', '41.1', '42.0', '41.0', '47.7', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547093664000, '27.3', '27.2', '32.4', '47.4', '68.3', '41.1', '42.0', '41.0', '47.7', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547093880000, '27.3', '27.2', '32.4', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547094096000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547094312000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547094528000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547094744000, '27.3', '27.2', '32.4', '47.4', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547094960000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.2', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547095176000, '27.3', '27.2', '32.4', '47.3', '68.3', '41.2', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547095392000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547095608000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.2', '42.0', '41.0', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547095824000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.1', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547096040000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.1', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547096256000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '40.9', '47.6', '25.2', '26.2', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547096472000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.1', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547096688000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '41.0', '47.6', '25.2', '26.1', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547096904000, '27.3', '27.2', '32.3', '47.3', '68.3', '41.1', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547097120000, '27.3', '27.1', '32.3', '47.2', '68.3', '41.1', '42.0', '40.9', '47.7', '25.2', '26.1', '33.8', '39.5', '22.000000', '22.000000', '20.000000']
[1547097336000, '27.3', '27.1', '32.3', '47.2', '68.3', '41.2', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547097552000, '27.3', '27.1', '32.3', '47.2', '68.3', '41.2', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547097768000, '27.3', '27.1', '32.2', '47.2', '68.3', '41.2', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547097984000, '27.3', '27.2', '32.2', '47.2', '68.3', '41.1', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547098200000, '27.3', '27.2', '32.2', '47.2', '68.3', '41.1', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547098416000, '27.3', '27.1', '32.2', '47.2', '68.3', '41.2', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547098632000, '27.3', '27.1', '32.2', '47.2', '68.3', '41.1', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547098848000, '27.3', '27.1', '32.2', '47.2', '68.3', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547099064000, '27.3', '27.1', '32.2', '47.2', '68.3', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547099280000, '27.3', '27.1', '32.2', '47.2', '68.2', '41.2', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547099496000, '27.2', '27.1', '32.2', '47.2', '68.3', '41.2', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547099712000, '27.2', '27.1', '32.2', '47.2', '68.3', '41.2', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547099928000, '27.2', '27.1', '32.2', '47.2', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547100144000, '27.2', '27.1', '32.1', '47.2', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547100360000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547100576000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547100792000, '27.3', '27.1', '32.1', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547101008000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547101224000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547101440000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547101656000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547101872000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547102088000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547102304000, '27.2', '27.0', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547102520000, '27.2', '27.1', '32.1', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547102736000, '27.2', '27.0', '32.1', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547102952000, '27.2', '27.0', '32.1', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547103168000, '27.2', '27.0', '32.0', '47.1', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.4', '22.000000', '22.000000', '20.000000']
[1547103384000, '27.2', '27.0', '32.0', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547103600000, '27.2', '27.0', '32.0', '47.1', '68.2', '41.2', '42.0', '40.9', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547103816000, '27.2', '27.0', '32.0', '47.0', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547104032000, '27.2', '27.0', '32.0', '47.0', '68.1', '41.2', '42.0', '40.8', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547104248000, '27.2', '27.0', '32.0', '47.0', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547104464000, '27.2', '27.0', '32.0', '47.0', '68.2', '41.1', '42.0', '40.9', '47.6', '25.1', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547104680000, '27.2', '27.0', '32.0', '47.0', '68.2', '41.2', '42.0', '40.9', '47.6', '25.1', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547104896000, '27.2', '27.0', '32.0', '47.0', '68.2', '41.2', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547105112000, '27.2', '27.0', '32.0', '47.0', '68.2', '41.2', '42.0', '40.9', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547105328000, '27.1', '27.0', '32.0', '47.0', '68.2', '41.1', '42.0', '40.8', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547105544000, '27.1', '27.0', '32.0', '47.0', '68.2', '41.1', '42.0', '40.8', '47.6', '25.2', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547105760000, '27.1', '27.0', '32.0', '47.1', '68.2', '41.1', '42.0', '40.8', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547105976000, '27.1', '27.0', '32.0', '47.1', '68.2', '41.1', '42.0', '40.8', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547106192000, '27.2', '27.0', '32.0', '47.1', '68.2', '41.1', '42.0', '40.8', '47.6', '25.1', '26.1', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547106408000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.7', '39.5', '22.000000', '22.000000', '20.000000']
[1547106624000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.1', '33.6', '39.5', '22.000000', '22.000000', '20.000000']
[1547106840000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.1', '33.6', '39.5', '22.000000', '22.000000', '20.000000']
[1547107056000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.5', '22.000000', '22.000000', '20.000000']
[1547107272000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.1', '26.1', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547107488000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.1', '26.1', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547107704000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547107920000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.1', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547108136000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.5', '22.000000', '22.000000', '20.000000']
[1547108352000, '27.1', '27.0', '31.9', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.5', '22.000000', '22.000000', '20.000000']
[1547108568000, '27.1', '26.9', '31.9', '47.0', '68.2', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547108784000, '27.1', '27.0', '31.8', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547109000000, '27.1', '27.0', '31.8', '47.0', '68.2', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547109216000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547109432000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547109648000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547109864000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.0', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547110080000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547110296000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547110512000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547110728000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547110944000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547111160000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547111376000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547111592000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547111808000, '27.1', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547112024000, '27.0', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547112240000, '27.0', '26.9', '31.8', '47.0', '68.3', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547112456000, '27.0', '26.9', '31.8', '47.1', '68.4', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547112672000, '27.0', '26.9', '31.8', '47.1', '68.4', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547112888000, '27.0', '26.9', '31.8', '47.1', '68.4', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547113104000, '27.0', '26.9', '31.8', '47.0', '68.4', '41.2', '42.1', '40.8', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547113320000, '27.0', '26.9', '31.8', '47.1', '68.4', '41.2', '42.1', '40.7', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547113536000, '27.0', '26.9', '31.8', '47.1', '68.4', '41.2', '42.1', '40.7', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547113752000, '27.0', '26.9', '31.8', '47.1', '68.4', '41.2', '42.1', '40.7', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547113968000, '27.0', '26.9', '31.8', '47.0', '68.4', '41.2', '42.1', '40.7', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
[1547114184000, '27.0', '26.9', '31.8', '47.0', '68.4', '41.2', '42.1', '40.7', '47.6', '25.2', '26.2', '33.6', '39.4', '22.000000', '22.000000', '20.000000']
