['x', 'APAR_411.11', 'APAR_412.12', 'APAR_413.13', 'APAR_414.14', 'APAR_415.15', 'APAR_416.16', 'APAR_417.17', 'APAR_418.18', 'APAR_419.19', 'APAR_420.20', 'APAR_421.21', 'APAR_422.22', 'APAR_423.23', 'APAR_424.24', 'APAR_425.25', 'FIF_402.2', 'FIF_403.3', 'FIF_404.4', 'FIF_405.5', 'FIF_406.6']
[1547138808000, '29.1', '30.8', '30.4', '45.7', '54.1', '24.2', '25.6', '28.1', '39.2', '59.1', '17.9', '18.4', '22.5', '46.8', '81.3', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547139024000, '29.1', '30.8', '30.4', '45.7', '54.1', '24.2', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547139240000, '29.1', '30.8', '30.4', '45.7', '54.1', '24.2', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547139456000, '29.1', '30.8', '30.4', '45.7', '54.1', '24.2', '25.6', '28.1', '39.2', '59.1', '17.9', '18.4', '22.5', '46.8', '81.3', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547139672000, '29.1', '30.8', '30.4', '45.7', '54.1', '24.2', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547139888000, '29.1', '30.8', '30.4', '45.7', '54.1', '24.2', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547140104000, '29.1', '30.7', '30.4', '45.7', '54.1', '24.1', '25.6', '28.1', '39.2', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547140320000, '29.1', '30.7', '30.4', '45.6', '54.1', '24.1', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547140536000, '29.1', '30.7', '30.4', '45.7', '54.1', '24.1', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547140752000, '29.1', '30.7', '30.4', '45.7', '54.1', '24.1', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547140968000, '29.0', '30.7', '30.4', '45.6', '54.1', '24.1', '25.6', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547141184000, '29.0', '30.7', '30.4', '45.6', '54.1', '24.1', '25.5', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547141400000, '29.0', '30.7', '30.4', '45.6', '54.1', '24.1', '25.5', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547141616000, '29.0', '30.7', '30.4', '45.6', '54.1', '24.1', '25.5', '28.1', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547141832000, '29.0', '30.7', '30.4', '45.6', '54.1', '24.1', '25.6', '28.0', '39.1', '59.1', '17.9', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547142048000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.1', '25.6', '28.1', '39.1', '59.1', '17.8', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547142264000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.1', '25.6', '28.1', '39.1', '59.1', '17.8', '18.4', '22.5', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547142480000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.1', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547142696000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.1', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547142912000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.1', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547143128000, '29.0', '30.7', '30.4', '45.6', '54.1', '24.1', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547143344000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.1', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547143560000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547143776000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547143992000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547144208000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547144424000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547144640000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.2', '22.4', '46.8', '81.4', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547144856000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547145072000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547145288000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547145504000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547145720000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.8', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547145936000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.7', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547146152000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.7', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547146368000, '29.0', '30.6', '30.3', '45.6', '54.1', '24.0', '25.5', '28.0', '39.1', '59.1', '17.7', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547146584000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.4', '28.0', '39.1', '59.1', '17.8', '18.2', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547146800000, '29.0', '30.7', '30.3', '45.6', '54.1', '24.0', '25.4', '28.0', '39.1', '59.1', '17.8', '18.2', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547147016000, '29.0', '30.6', '30.3', '45.6', '54.1', '24.0', '25.4', '28.0', '39.1', '59.2', '17.7', '18.3', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547147232000, '29.0', '30.6', '30.3', '45.6', '54.1', '24.0', '25.4', '28.0', '39.1', '59.1', '17.7', '18.2', '22.4', '46.8', '81.4', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547147448000, '28.9', '30.6', '30.3', '45.6', '54.1', '24.0', '25.4', '28.0', '39.1', '59.2', '17.7', '18.2', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547147664000, '28.9', '30.6', '30.3', '45.6', '54.1', '24.0', '25.4', '28.0', '39.1', '59.2', '17.7', '18.2', '22.4', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547147880000, '29.0', '30.6', '30.3', '45.6', '54.1', '23.9', '25.4', '28.0', '39.1', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547148096000, '28.9', '30.6', '30.3', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547148312000, '28.9', '30.6', '30.3', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547148528000, '29.0', '30.6', '30.2', '45.6', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547148744000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '28.0', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547148960000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547149176000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547149392000, '29.0', '30.6', '30.3', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.4', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547149608000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547149824000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547150040000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547150256000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.4', '27.9', '39.0', '59.2', '17.7', '18.2', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547150472000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.3', '27.9', '39.0', '59.2', '17.7', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547150688000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.3', '27.9', '39.0', '59.2', '17.7', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547150904000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.9', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547151120000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.4', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547151336000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547151552000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547151768000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547151984000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547152200000, '28.9', '30.6', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547152416000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547152632000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547152848000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547153064000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.3', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547153280000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547153496000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547153712000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547153928000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547154144000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547154360000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547154576000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.1', '22.2', '46.8', '81.5', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547154792000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.0', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547155008000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.9', '39.0', '59.2', '17.6', '18.0', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547155224000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.8', '39.0', '59.2', '17.5', '18.1', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547155440000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.8', '39.0', '59.2', '17.5', '18.1', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547155656000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.8', '39.0', '59.2', '17.6', '18.0', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547155872000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547156088000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.5', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547156304000, '28.9', '30.5', '30.2', '45.5', '54.1', '23.8', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547156520000, '28.8', '30.5', '30.2', '45.5', '54.1', '23.8', '25.3', '27.8', '39.0', '59.2', '17.5', '18.1', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547156736000, '28.9', '30.5', '30.1', '45.5', '54.1', '23.8', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547156952000, '28.9', '30.5', '30.1', '45.5', '54.1', '23.8', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547157168000, '28.9', '30.5', '30.1', '45.5', '54.1', '23.8', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547157384000, '28.9', '30.5', '30.1', '45.5', '54.1', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547157600000, '28.9', '30.5', '30.1', '45.5', '54.1', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547157816000, '28.9', '30.5', '30.1', '45.5', '54.1', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547158032000, '28.9', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547158248000, '28.8', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547158464000, '28.8', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547158680000, '28.9', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547158896000, '28.9', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547159112000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547159328000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '39.0', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547159544000, '28.8', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '38.9', '59.3', '17.5', '18.0', '22.2', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547159760000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547159976000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547160192000, '28.8', '30.5', '30.1', '45.5', '54.0', '23.7', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.2', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547160408000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '38.9', '59.3', '17.5', '18.0', '22.1', '46.8', '81.6', '20.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547160624000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547160840000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.7', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547161056000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.2', '27.8', '38.9', '59.2', '17.5', '18.0', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547161272000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.2', '27.8', '38.9', '59.3', '17.5', '18.0', '22.1', '46.8', '81.6', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547161488000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.2', '27.8', '38.9', '59.3', '17.5', '18.0', '22.1', '46.8', '81.6', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547161704000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.1', '27.8', '38.9', '59.2', '17.4', '18.0', '22.1', '46.7', '81.6', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547161920000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.1', '27.8', '38.9', '59.2', '17.4', '17.9', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547162136000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.1', '27.8', '38.9', '59.2', '17.4', '17.9', '22.1', '46.8', '81.6', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547162352000, '28.8', '30.5', '30.1', '45.4', '54.0', '23.6', '25.1', '27.8', '38.9', '59.2', '17.4', '17.9', '22.1', '46.8', '81.6', '21.000000', '18.000000', '20.000000', '21.000000', '21.000000']
[1547162568000, '28.8', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.8', '38.9', '59.3', '17.4', '17.9', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547162784000, '28.8', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547163000000, '28.8', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.8', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547163216000, '28.8', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547163432000, '28.8', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547163648000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547163864000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547164080000, '28.8', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.7', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547164296000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547164512000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.2', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547164728000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
[1547164944000, '28.7', '30.4', '30.1', '45.4', '54.0', '23.6', '25.1', '27.7', '38.9', '59.3', '17.4', '17.9', '22.1', '46.7', '81.6', '21.000000', '18.000000', '19.000000', '21.000000', '21.000000']
