x,648,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-13--22:26:24,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:30:00,NaN,14.3,13.7,12.3,6.0,2.0
2019-01-13--22:33:36,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--22:37:12,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--22:40:48,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--22:44:24,NaN,14.2,13.7,12.3,6.0,2.0
2019-01-13--22:48:00,NaN,14.2,13.7,12.4,6.0,1.9
2019-01-13--22:51:36,NaN,14.2,13.7,12.4,6.0,1.9
2019-01-13--22:55:12,NaN,14.2,13.7,12.4,6.0,1.9
2019-01-13--22:58:48,NaN,14.2,13.7,12.4,6.0,1.9
2019-01-13--23:02:24,NaN,14.3,13.7,12.4,6.0,1.9
2019-01-13--23:06:00,NaN,14.3,13.7,12.4,6.0,1.9
2019-01-13--23:09:36,NaN,14.3,13.7,12.4,6.0,1.9
2019-01-13--23:13:12,NaN,14.3,13.7,12.4,6.0,1.9
2019-01-13--23:16:48,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:20:24,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:24:00,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:27:36,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:31:12,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:34:48,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:38:24,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:42:00,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:45:36,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:49:12,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:52:48,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-13--23:56:24,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-14--00:00:00,NaN,14.3,13.8,12.4,6.1,1.9
2019-01-14--00:03:36,NaN,14.3,13.8,12.4,6.1,1.9
