x,648,APAR_30.1,APAR_31.2,APAR_32.3,APAR_33.4,APAR_34.5
2019-01-08--22:51:24,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--22:55:00,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--22:58:36,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:02:12,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:05:48,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:09:24,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:13:00,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:16:36,NaN,12.0,11.4,9.8,2.3,6551.4
2019-01-08--23:20:12,NaN,12.0,11.4,9.8,2.3,6551.4
2019-01-08--23:23:48,NaN,12.0,11.4,9.8,2.3,6551.4
2019-01-08--23:27:24,NaN,12.0,11.4,9.8,2.3,6551.4
2019-01-08--23:31:00,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:34:36,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:38:12,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:41:48,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:45:24,NaN,12.1,11.4,9.8,2.3,6551.4
2019-01-08--23:49:00,NaN,12.1,11.5,9.8,2.3,6551.4
2019-01-08--23:52:36,NaN,12.1,11.5,9.8,2.3,6551.4
2019-01-08--23:56:12,NaN,12.1,11.5,9.8,2.3,6551.4
2019-01-08--23:59:48,NaN,12.1,11.5,9.8,2.3,6551.4
2019-01-09--00:03:24,NaN,12.1,11.5,9.8,2.4,6551.5
2019-01-09--00:07:00,NaN,12.1,11.5,9.8,2.4,6551.5
2019-01-09--00:10:36,NaN,12.1,11.5,9.8,2.4,6551.5
2019-01-09--00:14:12,NaN,12.1,11.5,9.8,2.4,6551.5
2019-01-09--00:17:48,NaN,12.0,11.4,9.8,2.4,6551.5
2019-01-09--00:21:24,NaN,12.0,11.4,9.8,2.4,6551.5
2019-01-09--00:25:00,NaN,12.0,11.4,9.8,2.4,6551.5
2019-01-09--00:28:36,NaN,12.0,11.4,9.8,2.4,6551.5
2019-01-09--00:32:12,NaN,12.0,11.5,9.8,2.4,6551.4
2019-01-09--00:35:48,NaN,12.0,11.5,9.8,2.4,6551.4
2019-01-09--00:39:24,NaN,12.0,11.5,9.8,2.4,6551.4
2019-01-09--00:43:00,NaN,12.0,11.5,9.8,2.4,6551.4
2019-01-09--00:46:36,NaN,12.1,11.5,9.8,2.4,6551.4
2019-01-09--00:50:12,NaN,12.1,11.5,9.8,2.4,6551.4
2019-01-09--00:53:48,NaN,12.1,11.5,9.8,2.4,6551.4
2019-01-09--00:57:24,NaN,12.1,11.5,9.8,2.4,6551.4
2019-01-09--01:01:00,NaN,12.1,11.5,9.8,2.4,6551.4
2019-01-09--01:04:36,NaN,NaN,NaN,NaN,NaN,NaN
